title,creators,publication_date,publisher_country,distributor_country,publisher,distributor,doi,url
A spectacular new species of Hyloscirtus (Anura: Hylidae) from the Cordillera de Los Llanganates in the eastern Andes of Ecuador,Juan P. Reyes-Puig; Darwin Recalde; Fausto Recalde; Claudia Koch; Juan M. Guayasamin; Diego F. Cisneros-Heredia; Lou Jost; Mario H. Yánez-Muñoz,2022-09-29,SWITZERLAND,,Plazi,,10.15468/yuy3ce,
"Systematics of the family Ariidae (Ostariophysi, Siluriformes), with a redefinition of the genera.",,2007-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/g64nlk,
"Taxonomic studies on Parahellenia (Costaceae) in Vietnam: a new species, P. trongduyii, and a new combination, P. candida",Juan Chen; Van Canh Nguyen; Van Khuong Nguyen; Khang Sinh Nguyen; Maxim S. Nuraliev; Nianhe Xia,2023-01-31,SWITZERLAND,,Plazi,,10.15468/nskgmu,
"A taxonomic review of the Neotropical genus Anchimacheta (Lepidoptera: Urodidae) with descriptions of a new congener and an allied, new genus and species from Sri Lanka",Jae-Cheon Sohn,2014-08-13,SWITZERLAND,,Plazi,,10.1080/00222933.2014.939730,
"Overview of the lady beetle tribe Diomini (Coleoptera: Coccinellidae) and description of a new phytophagous, silk-spinning genus from Costa Rica that induces food bodies on leaves of Piper (Piperaceae)",Natalia J. Vandenberg; Paul E. Hanson,2019-02-08,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4554.1.9,
"Species status of Colias misti (Pieridae: Coliadinae) from the Arequipa region South Peru, and a description of its new subspecies, from Cotahuasi canyon South-Central Peru",Alexander V. Kir’Yanov,2019-12-10,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4706.3.2,
"Fourteen new species, one new genus, and eleven new country or state records for New World Lamiinae (Coleoptera, Cerambycidae)",Ubirajara R. Martins; Antonio Santos-Silva; Maria Helena M. Galileo,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3980.1.5,
"Cladistic assessment and description of a new Neotropical genus and species of Lymeonina (Hymenoptera, Ichneumonidae, Cryptinae)",Anazélia M. Tedesco; Alexandre P. Aguiar,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.189407,
"A striking sexually dimorphic new species of Castolus (Hemiptera: Heteroptera Reduviidae) from Colombia, with new records from Neotropical countries and taxonomic notes on the genus",Dimitri Forero; Andrés Mejía-Soto,2021-10-08,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5048.4.4,
"Taxonomy and phylogeny of Sidera (Hymenochaetales, Rickenella clade) from China and North America revealing two new species",Zhan-Bo Liu; Hong-Min Zhou; Hong-Gao Liu; Yuan Yuan,2023-04-20,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/6yta2f,
The Oriental species of the ant genus Probolomyrmex (Insecta: Hymenoptera: Formicidae: Proceratiinae).,K. Eguchi; M. Yoshimura; S. Yamane,2006-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/tsmbwf,
FAMILY CONOPIDAE,Leonardo Silvestre Gomes Rocha; Cátia Antunes De Mello-Patiu,2016-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4122.1.44,
"A review of the Japanese species of the genus Xanthocampoplex Morley, 1913 (Hymenoptera, Ichneumonidae, Campopleginae), with description of a new genus",Kyohei Watanabe,2019-08-29,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4661.3.10,
"A Taxonomic Review of the Gall Wasp Genus Saphonecrus Dalla-Torre and Kieffer and other Oak Cynipid Inquilines (Hymenoptera: Cynipidae) from Mainland China, with Updated Keys to Eastern Palaearctic and Oriental Species",Irene Lobato-Vila; Yiping Wang; George Melika; Rui Guo; Xiaoxue Ju; Juli Pujade-Villar,2021-03-22,SWITZERLAND,,Plazi,,10.15468/pd8c2j,
"Taxonomy of the subgenus Duolandrevus (Eulandrevus) Gorochov (Orthoptera: Gryllidae: Landrevinae: Landrevini) from China, with descriptions of three new species",Fu-Ming Shi,2017-04-04,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4317.2.7,
Typification of the names Asarum chungbuensis and A. maculatum (Aristolochiaceae),Hyun-Do Jang; Gi-Heum Nam; Hyun-Kyung Oh; Hyosun Leem,2021-06-24,SWITZERLAND,,Plazi,,10.11646/phytotaxa.508.3.5,
New genus and new combination of Deltocephalinae (Insecta: Hemiptera: Cicadellidae),Beatriz M. Camisão; Christopher H. Dietrich,2022-10-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/ht7ycz,
Nouvelles fourmis d'Afrique.,F. Santschi,1915-12-31,SWITZERLAND,,Plazi,,10.15468/u8npnq,
Catálogo de Plantas y Líquenes de Colombia,Lauren Raz; Henry Agudelo Zamora,2021-07-22,COLOMBIA,FRANCE,Reserva Natural Guadualito,Department Systématique et Evolution/Muséum National d’Histoire Naturelle,10.15472/7avdhn,
"Phytoseiid mites (Acari: Phytoseiidae) of the subfamily Amblyseiinae Muma from Peru, with descriptions of four new species",Alberto Daniel Guanilo; Gilberto José De Moraes; Markus Knapp,2008-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.184181,
"Anthrenus (Anthrenus) mumbaiensis sp. nov. from India and a morphometric examination of Anthrenus (Anthrenus) festivus (Coleoptera, Dermestidae, Anthrenini)",Graham J. Holloway,2023-06-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/wjvxsg,
A new genus of Chrysomelinae from Australia (Coleoptera: Chrysomelidae),Chris A. M. Reid; José A. Jurado-Rivera; Max Beatson,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.189744,
"Species of the genus Scirtothrips from India (Thysanoptera, Thripidae)",Shash Pal; Abhishek Patidar; Rakesh Kumar Panjaliya; Vikas Kumar; Kaomud Tyagi,2023-06-21,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/rnywsv,
Description of two new species of the Genus Ducetia Stål 1874 (Orthoptera: Tettigoniidae: Phaneropterinae) from India,Chandranshu Tiwari; Swati Diwakar,2023-05-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/uexh8m,
"Review of continental North and Central American Paracloeodes Day 1955 (Ephemeroptera: Baetidae), including description of a new species from Minnesota, U. S. A.",Paulo Vilela Cruz; Andrew K. Usher; Luke M. Jacobus,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4263.2.7,
Rotifers (Rotifera) from the inland waters and terrestrial habitats of East Antarctic oases (Enderby Land and Prydz Bay),Dzmitry A. LUKASHANETS; Vasily V. VEZHNAVETS; Natalia N. MAYSAK; Yury H. HIHINIAK 1; Oleg I. BORODIN; Vladislav Ye. MIAMIN; Alexey A. GAIDASHOV; Leonid A. NIKITIUK,2019-12-31,SWITZERLAND,,Plazi,,10.15468/x223c2,
"A review of the Japanese species of the genus Scardia Treitschke (Lepidoptera, Tineidae), with description of a new species",Yohei Osada; Makoto Sakai; Toshiya Hirowatari,2016-02-12,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4079.3.4,
"The spider wasp genus Erythropompilus Shimizu & Pitts, 2021 (Hymenoptera Pompilidae) in China, with description of two new species and an updated key to world species",Haiying Wu; Qiang Li; Li Ma,2023-02-17,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/nwe4qa,
"A new species of Isoceras Turati, 1924 (Lepidoptera: Cossidae) from Armenia",Roman V. Yakovlev,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3990.1.10,
"Genus-level revision of the Alycaeidae (Gastropoda, Cyclophoroidea), with an annotated species catalogue",Barna Pall-Gergely; Sheikh Sajan; Basudev Tripathy; Kaibaryer Meng; Takahiro Asami; Jonathan D. Ablett,2020-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.981.53583,
"Indian species of Teloganodes Eaton 1882 (including subgenera Dudgeodes Sartori 2008 and Derlethina Sartori 2008) (Ephemeroptera, Teloganodidae)",Nikita Kluge; Pandiarajan Srinivasan; T. Sivaruban; S. Barathy; Rajasekaran Isack,2023-02-23,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/axf6vv,
"Review of Lepidocyrtinus Börner, 1903 (Collembola, Entomobryidae, Seirinae): the African species",Nikolas Gioia Cipola; José Wellington De Morais; Bruno Cavalcante Bellini,2020-12-24,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4898.1.1,
"A new species of the genus Clastopus Fairmaire, 1898 (Coleoptera: Tenebrionidae: Pedinini) from Madagascar",Dariusz Iwan; Marcin Jan Kamiński; Rolf Aalbu,2012-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.211365,
"Systematic study of the genera Phryno Robineau-Desvoidy and Botria Rondani in the Palearctic Region, with discussions of their phylogenetic positions (Diptera, Tachinidae)",Takuji Tachi,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3609.4.1,
"Liste commentée des Saturniidae (Lepidoptera, Bombycoidea) de Guyane, avec la liste des taxons récoltés au Mitaraka (extrême sud-ouest guyanais)",Frédéric Bénéluz,2021-12-16,SWITZERLAND,,Plazi,,10.5252/zoosystema2021v43a31,
A new species of the genus Parahormius Nixon (Hymenoptera: Braconidae: Hormiinae) parasitic on host pupae of Lyonetiidae (Lepidoptera) from India,Ankita Gupta,2021-10-14,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5052.2.9,
"A review of the family Eulophidae (Hymenoptera: Chalcidoidea) of Egypt, with thirty three new records",Neveen S. Gadallah; Zoya A. Yefremova; Ekaterina N. Yegorenkova; Ahmed M. Soliman; Usama M. Abu El-Ghiet; Yusuf A. Edmardash,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4058.1.3,
A new species of the enigmatic genus Osphyoplesius from Sicily (Coleoptera: Tenebrionoidea: Pythidae),Paolo Magrini; Marco Uliana,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3925.4.6,
"First record of the boneti-group of Coecobrya Yosii, 1956 (Collembola Entomobryidae) from Thailand, with the description of three new cave species of the genus",Areeruk Nilsai; Douglas Zeppelini; Bruno C. Bellini; Estevam C. A. Lima; Sopark Jantarit,2022-12-02,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/4aeuee,
"Eusocial wasp fauna of Sulawesi Island, the central island of Wallacea (Hymenoptera: Vespidae; Polistinae, Vespinae)",Alan Handru; Hari Nugroho; Fuki Saito-Morooka; Rosichon Ubaidillah; Jun-Ichi Kojima,2020-11-27,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4885.4.5,
"A new phytophagous Bracon Fabricius (Hymenoptera, Braconidae) associated with Protium ovatum Engl. (Burseraceae) fruits from Brazilian savannah",Nelson Wanderley Perioto; Rogéria Inês Rosa Lara; Cleidson Soares Ferreira Daniell Rodrigo Rodrigues Fernandes; Elizabeth Do Carmo Pedroso; Haroldo Xavier Linhares Volpe; Juliana Nais; Lilian Roberta Batista Correa,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.278437,
"Two new Hoplitis species of the subgenus Hoplitis Klug, 1807 (Hymenoptera, Megachilidae) and the nesting biology of H. astragali sp. nov. in Dagestan",Alexander V. Fateryga; Andreas Mueller; Maxim Yu. Proshchalykin,2023-08-15,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/va3z6s,
Histology-free description and phylogenetics of Tetrastemma parallelos sp. nov. (Nemertea: Eumonostilifera) from Japan,Jamael Abato; Ryuta Yoshida; Hiroshi Kajihara,2022-09-19,SWITZERLAND,,Plazi,,10.15468/my984j,
"Revision of Chaetacanthus Seidler, 1922 (Annelida, Phyllodocida, Polynoidae)",Patricia Salazar-Silva; Daniel A. López-Sánchez; Sergio I. Salazar-Vallejo,2020-11-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4885.3.5,
"A new species of Parorectis Spaeth from the north-central United States, with notes on prothoracic and head morphology of the genus (Coleoptera: Chrysomelidae: Cassidinae: Cassidini)",Edward G. Riley,2020-10-30,SWITZERLAND,,Plazi,,10.5281/zenodo.4565396,
"Sertania gen. nov., a new genus of butterflies (Lepidoptera: Riodinidae) from the South American dry diagonal",André V. L. Freitas,2017-08-28,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4312.1.8,
Revision of fossil Bibionidae (Insecta: Diptera) from French Oligocene deposits,John Skartveit; André Nel,2017-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.259087,
"The nymph of Gilliesia Peters & Edmunds, 1970 (Ephemeroptera: Leptophlebiidae), with description of a new species from Thailand",Boonsatien Boonsoong; Michel Sartori,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3981.2.6,
"New Entodiniomorphid Ciliates, Buetschlia minuta n. sp., B. cirrata n. sp., Charonina elephanti n. sp., from Asian Elephants of Turkey",Gözde Gürelli,2019-01-18,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4545.3.6,
Contributions to the knowledge of Euschistus (Lycipta) with the description of E. (L.) riograndensis sp. nov. (Hemiptera: Heteroptera: Pentatomidae: Pentatominae: Carpocorini),Luciana Weiler; Augusto Ferrari; Jocelia Grazia,2011-10-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3067.1.5,
"Description of a new species of Imara Houlbert, 1918 (Lepidoptera: Castniidae)",Bernardo Espinoza; Jorge M. González,2005-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.170733,
A revision of the Neotropical fungus-growing ants of the genus Cyphomyrmex Mayr. Part II. Group of rimosus (Spinola) (Hym. Formicidae).,W. W. Kempf,1966-12-31,SWITZERLAND,,Plazi,,10.15468/8xfelz,
"New species of Tanaidacea from Cretaceous Kachin amber, with a brief review of the fossil record of tanaidacean crustaceans",Paula G. Pazinato; Patrick Mueller; Joachim T. Haug,2023-01-31,SWITZERLAND,,Plazi,,10.15468/vxu5at,
A comprehensive molecular phylogeny of Geometridae (Lepidoptera) with a focus on enigmatic small subfamilies,Leidys Murillo-Ramos; Gunnar Brehm; Pasi Sihvonen; Axel Hausmann; Sille Holm; Hamid Reza Ghanavi; Erki Õunap; Andro Truuverk; Hermann Staude; Egbert Friedrich; Toomas Tammaru; Niklas Wahlberg,2019-08-27,SWITZERLAND,,Plazi,,10.7717/peerj.7386,
"Report of a new genus Mirigryllus belonging to tribe Modicogryllini, with a new species M. nigrus from Zhejiang, China (Orthoptera: Gryllidae: Gryllinae Modicogryllini)",Zhu-Qing He; Chu-Ze Shen; Xue Wu; Lin Chen; Kai Li,2020-10-30,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4869.1.5,
"Where are the species limits? Morphology versus genetics in Neotropical chewing lice of the genus Myrsidea (Phthiraptera: Menoponidae), with description of three new species",Ivan Literak,2017-09-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4324.1.9,
"A new species and a new record of the genus Otostigmus Porat, 1876 (Chilopoda Scolopendromorpha: Scolopendridae) in Vietnam",Ha T. Vu; Katsuyuki Eguchi; Son X. Le; Thu-Anh T. Nguyen; Anh D. Nguyen,2022-04-26,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/4rhvx4,
Changes in the genus Beana Walker (Beaninae Zahiri & Holloway) with two new species and removing Beana nitida Tams to a new genus Beanoides (gen. nov.),Markku J. Pellinen; Niklas Wahlberg,2021-03-09,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4941.3.6,
"A new species of the genus Blaptogonia from the Himalayas with four DNA markers (Coleoptera, Tenebrionidae, Blaptini)",Xiu-Min Li; Xing-Long Bai; Guo-Dong Ren,2018-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.773.24656,
"The genus Mustilizans Yang, 1995 (Lepidoptera: Endromidae) in India with the description of a new species",Kailash Chandra; Navneet Singh; Vikas Kumar; Rahul Ranjan; John T. D. Caleb; Subrata Gayen; Moumita Das; Rushati Dey,2019-06-28,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4624.2.2,
A new Discidae subgenus and two new species (Gastropoda: Pulmonata) from the Canary Islands,Yurena Yanes; Geraldine A. Holyoak; David T. Holyoak; Maria R. Alonso; Miguel Ibáñez,2011-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.203498,
"A review of Solenysa spiders from Japan (Araneae, Linyphiidae), with a comment on the type species S. mellotteei Simon, 1894",Fang Wang; Hirotsugu Ono; Lihong Tu,2015-12-31,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.3897/zookeys.481.8545,
"American fauna of Cerambycidae and Disteniidae (Coleoptera): new species, new records, and notes",Daniel Heffern; Antonio Santos-Silva,2023-05-25,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/2s5hvq,
"A new dwarf boa (Serpentes, Booidea, ‘ Tropidophiidae’) from the Early Oligocene of Belgium: a case of the isolation of Western European snake faunas",Zbigniew Szyndlar; Richard Smith; Jean-Claude Rage,2008-02-29,SWITZERLAND,,Plazi,,10.1111/j.1096-3642.2007.00357.x,
New and rare lichens of the family Megasporaceae discovered in Poland,Katarzyna Szczepańska; Martin Kukwa; Beata Guzow-Krzemińska; Jacek Urbaniak,2023-05-23,SWITZERLAND,,Plazi,,10.15468/ba6md3,
"Revision of Campsurus violaceus species group (Ephemeroptera: Polymitarcyidae) with new synonymies and nomina dubia in Campsurus Eaton, 1868",C. Molineri; F. F. Salles; D. Emmerich,2015-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3920.1.3,
Sucking Lice (Phthiraptera: Anoplura) Parasitizing Mongolian Rodents With The Description Of A New Species Of Hoplopleura From Mountain Voles (Alticola Spp.),Lance A. Durden; Chase Robinson; Joseph A. Cook; Kayce C. Bell; Batsaikhan Nyamsuren; Stephen E. Greiman,2022-08-04,SWITZERLAND,,Plazi,,10.15468/7h3cxy,
"A New Fossil Fabaceae Wood From The Pleistocene Touro Passo Formation Of Rio Grande Do Sul, Brazil",Jose R. W. Benicio; Etiene F. Pires; Átila A. S. Da Rosa; Rafael Spiekermann; Dieter Uhl; André Jasper,2016-12-30,SWITZERLAND,,Plazi,,10.14446/fi.2016.251,
"Transfer of Pyrochroa daglariensis to Hemidendroides Ferrari (Coleoptera: Pyrochroidae: Pyrochroinae), with a dichotomous key to the four species of the genus",Daniel K. Young,2009-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.275253,
A new genus and species of Laelapidae Canestrini from Sri Lanka (Acari: Mesostigmata),Omid Joharchi; Bruce Halliday,2021-10-07,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.5048.3.5,
"Two new species of Amphinemura (Plecoptera: Nemouridae) from Yunnan Province, southwestern China",Mengyu Li; Ding Yang; Weihai Li,2023-02-02,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/tb8g6j,
"New species and records of the genus Antocha Osten Sacken (Diptera, Limoniidae) from Tibet, China with a key to species in Qinghai-Tibet region",Hanhuiying Lv; Juan Sun; Ning Wang; Ding Yang; Xiao Zhang,2023-03-24,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/fubuvk,
The First Appearance Of Hucho (Salmonidae) In The Fossil Record Of Eastern Europe,О. М. Kovalchuk,2015-10-01,SWITZERLAND,,Plazi,,10.15468/hpq7k3,
"A Baltic amber species of the diving beetle genus Coptotomus Say, 1830 (Coleoptera Dytiscidae: Coptotominae)",Lars Hendrich; Michael Balke,2020-12-15,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.4895.2.7,
"A new species of Racelda Signoret, with taxonomical notes and a key to the males of the genus (Hemiptera, Reduviidae, Ectrichodiinae, Ectrichodiini)",Helcio R. Gil-Santana; Jader Oliveira,2022-09-23,BULGARIA,SWITZERLAND,Pensoft Publishers,Plazi,10.15468/crbt35,
"A new species of conger eel, Ariosoma (Congridae: Bathymyrinae), from the Bay of Bengal, India",Dipanjan Ray; Smrutirekha Acharya; Tapan Khatua; Debnarayan Roy; Anil Mohapatra; Subhrendu Sekhar Mishra,2022-07-13,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.15468/mcfq6n,
"Designations of the lectotypes for the oriental species of the genus Carpelimus Leach, 1819 (Coleoptera: Staphylinidae)",Mikhail Yu. Gildenkov,2013-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.11646/zootaxa.3717.1.4,
"Revision of Nearctic species of Lonchodryinus Kieffer 1905, with description of a new species from New Mexico (Hymenoptera: Dryinidae)",Massimo Olmi; Adalgisa Guglielmino,2010-12-31,NEW_ZEALAND,SWITZERLAND,Magnolia Press,Plazi,10.5281/zenodo.198910,
